RefID, ClusterID
B944072, B944072, CONCEPCION A SORIANO 121 ESKOTA ST MABANK TX 75156 903 453 0868
B944165, B944165, MRAK J MORRIS 16470 AVENIDA VENUSTO UNIT C SAN DIEGO CALI 92128 619 867 8457
B944182, B944182, TERESA ARUTYUNYAN 72 7TH STR S APT 11 NAEPLES FLA 34102 239 222 5023
B944192, B944192, CAROLINA G YBARRA 512 POST OFFICE BOX RIALTO CALIFORNIA 92377 909 660 6447
B944243, B944243, JASON R CHAVEZ 2242 SW IMPORT DR PORT SAINT LUCIE FLORIDA 34953 772 651 4072
B944256, B944256, ASHLEY S GREENHALGH 4431 CALLER EL DORAD HILLS CALI 95762 916 734 7387
B944279, B944279, BLANCA ARTENSTEIN 681 CALLER BLOOMINGTON CA 92316 909 646 2278
B944354, B944354, JUAN P PELAYO 2303 KELL ST APT 3 CORNING AR 72422 870 361 5822
B944357, B944357, LUCY L ARIAS 1984 CONLIFER LN SAN JOSE CALIF 95132 408 514 1721
B944406, B944406, RUTH MARTINEZ 243722 BUZON BOYNTON BEACH FLA 33424 561 483 2263
B944470, B944470, HEATHER R JORDAN 620 KATHERINE DR MONTEBELLO CA 90640 323 106 0330
B944555, B944555, ANDREY D SINOR 18846 SIERRA ESTATES DR NEWHALL CA 91321 805 768 7762
B944588, B944588, IAN R DICKEY 4050 4TH ST N APT 118 ST PETERSBURG FL 33703 239 410 8435
B944619, B944619, LEON L MEYNDY 97 RIVO ALTO CAAL LONG BEAH CA 90803 562 447 7622
B944634, B944634, JUNE J MONTOYA 10435 LINDLEY AVE APARTMENT 103 PORTER RANCH CALI 91326 818 320 5568
B944826, B944826, JANICE M WALTON 1734 SSALTILLO STRT SAN ANTONIO TX 8207 210 685 8864
B944875, B944875, MARTHA M RAMIREZ 333 SAN NICOLAS AVENU SANTA PAULA CALIF 3060 805 658 2725
B944907, B944907, VILLAREAL 1909 DR MARTIN LUTHER KING JR WAY HAINES CITY FLORIDAH 33844 863 437 0456
B944942, B944942, E L ROBINSON 6207 YUKO ROAD DOVER FL 33527 813 448 1642
B945064, B945064, CARLA E GONZALES 4345 OLD COLONY RD MULBERRY FL 33860 863 312 0871
B945074, B945074, A P FPOWER 504 CANAL WY OKOMIS FLORIDA 34275 941 210 0655
B945077, B945077, MARIA J DENNEY 2214 W HUISACHE AVE SAN ANTONIO TEXAS78201 210 618 1443
B945094, B945094, JANICE M WALTON 4026 RIVER RD AMARILLO TX 79108 806 518 0358
B945100, B945100, MICKEY OSPINA 2301 TUKRNER RD CERES CA 95307 209 355 3180
B945123, B945123, DEIDRA S AREVALO 570 MOONEY RRD NE FOMRT WALTON BEACH FL 32547 850 523 7364
B945141, B945141, RENA GARY 12438 JASMINE BROOKX LN HOUSTEON TX 77089 713 846 1462
B945146, B945146, LEROY E FLEENER 6516 TIDAL BAY DR MILTON FL 32583 850 821 6760
B945151, B945151, JORGE R JAMISON 10432 PASEO PARK EDR LAKESIDE CA 92040 619 331 1727
B945182, B945182, JOHN R TREVINO 3641 DAHLIA DR GRAND PRAIRIE TX 75052 972 801 5620
B945233, B945233, Z COOLING 2406 LAKE ROAD ELOT 15 BELTON TX 76513 254 767 2221
B945235, B945235, GLEN K JANISCH 60103 APARTADO BAKERSFIELD CA 93386 661 767 7447
B945299, B945299, L LANTRIP 6417 KENNEDY CORT WATAUGA TEXAS 76148 817 435 1006
B945382, B945382, JANE P BULBUL 1416 PHEASANT LDRIVE VENUS TX 76084 972 361 6105
B945419, B945419, JOSE W KINDELL 1848 W 75TH ST LOS ANGELES CA 90047 818 535 8151
B945431, B945431, CONCEPCION A SORIANO 110088 OFFICE BOX PALM BAY FL 32911 321 608 8087
B945448, B945448, JANA G LOPEZ 11245 W ATLANTIC BLVD E 108 CORAL SPRINGS FL 33071 954 241 6388
B945486, B945486, LORENA W 14150 PRAIRIE AVE APT 115 HAWTHORNE CALI 9U0250 424 718 1374
B945507, B945507, ALLAN D LEE 2703 SLEEPY HOLLOW RD EQNNIS TEXAS 75119 972 585 0161
B945541, B945541, MICHAEL L WYNN 210 TEMPLE LN BELLEAIR BLUFFS FL 33770 727 350 4511
B945564, B945564, AMERICA AGUILERA 6460 CHARLESQTON COURT MILTON FL 32570 850 843 5125
B945599, B945599, CYNTHIA K RODRIDGUEZ 106 ROACHE RD FREEDOM CALIFORNIA 95R019 831 671 1338
B945642, B945642, RICARDO GINARD 94138 POST BOX NORTH LITTLE ROCK AR 72190 501 653 3882
B945696, B945696, VICTORIA M SANCHEZ 7728 CALLER VAN NUYS CA 91409 818 648 2751
B945716, B945716, BONG S ESCRNE 12619 PARKWOOD ST HUDSOJN FL 34669 727 432 5263
B945745, B945745, CONCEPCION A SORIANO 720506 OFFICE BOX ORLANDO FL 32872 407 112 3156
B945789, A947980, DAVY M OPUMA 1726 W PERDIZ ST TAMPA FL 33612 813 772 0862
B945939, B945939, FELICITAS W GIBSON 2241 CALLER OAKDALE CA 95361 209 238 1578
B945956, B945956, ASHLEY S GREENHALGH 8031 ZAMOA AVE LOS ANGELESD CALI 90001 818 366 8610
B946021, B946021, TONI Q ROWDRIGUE 10565 EL COMAL DR SAN DIEGO CA 92124 619 282 0135
B946023, B946023, MARIAH SORIAON 121 ESKOTA ST MABANK TEXAS 75156 903 453 0868
B946033, B946033, JANA C LOPEZ 1211 APTDO CHINO CA 91708 909 530 7465
B946041, B946041, BETHANY M EVELETH 1209 DEL TORO DR LADY LAKE FL 32159 352 446 3100
B946050, B946050, R A CRANE 20101 SW 91ST AVE CUTLERV BAY FLORIDA 33189 239 805 1238
B946055, B946055, ETHELE L MARBLE 510 TIMBERLINE DRIV BULLARD TEXAS 75757 903 664 4377
B946151, B946151, AMYE N REYNOLDS 403A DARDEN HILL RD DRIFTWOOD EXAS 78619 512 520 3484
B946207, B946207, LESLIE G RAULERSON 317 WINDMILL DR LAVON TX 75166 972 785 3653
B946246, B946246, STACY J BISHOP 7044 MEADOW RDG COQRONA CALIFORNIA 92880 909 702 6133
B946284, B946284, ELLA M PENROSE 17194 CANYON OAK LN LATHROP CA 95330 209 715 5476
B946319, B946319, JUAN R SCOTT 2106 N 13TH ST HARLINGEN TX 78550 956 201 7521
B946359, B946359, VICKI L THOMAS 1515 WEBSTEBR ST SAN ANGELO TX 76901 915 671 5882
B946381, B946381, TRINIDAD L WEEKS 3546 CULEPPER TER NORTH PORT FL 34286 941 244 6678
B946391, B946391, OLAJIDE GOLDSTON 2160 KELPLY STREET HAYWARDCA 94541 530 520 3635
B946459, B946459, OMAR DWAIN WHITTLE 6185 MAGNOLIA AVE 168 RIVERSIDE CALIF 92506 909 161 3041
B946512, B946512, EDWADRO B CHRISTIAN 884 CORAL REEFWAY PONTE VEDRA FL 32082 904 845 2720
B946514, B946514, M PALLETT 7505 BRIGHTEN DR TAMPA FLA 33615 813 385 3635
B946595, B946595, CHARLEEN T LE 1446 BIRCHSTONE AVE BRANDON FL 33511 813 344 5773
B946616, B946616, RICARDO GINARD 45236 POST OFFICE BOX SAN DIEGO CA 92145 619 810 0802
B946620, B946620, BRUCE GASDAGLIS 3831 CASTLE ROCK RD DIAMONDBAR CALI 91765 909 333 3164
B946659, B946659, JOSE L BARREIRO 17194 CANYON OA LN LATHROP CA 95330 209 715 5476
B946719, B946719, LESLIE E PADGETT 248 E 45TH ST CAPE CORAL FL 33904 239 432 1383
B946752, B946752, AMRIA WARSING 121 ESKOTA ST MABANK TX 7556 903 453 0868
B946755, B946755, MIMI K P 15009 ALEXANDER RD SCOTT AR 72142 501 328 2083
B946771, B943734, ATIYA YAGUDIN 2471 ROWNTREE WAY SOUT SAN FRANCISCO CA 94080 650 564 8146
B946784, B946784, ANGEL G RODRIGUEZ 380 ORLANDO BLVD PORT CHALOTTE FL 33954 941 531 7622
B946894, B946894, HESTER V CRIAG 1690 E FIR AVE APARTMNT 212 FRESNO CA 93720 559 316 3361
B946936, B946936, E M BARREIRO 17194 CANYON OAK LN LATHROP CALIFORNIA 95330 209 715 5476
B946937, B946937, MARCELO GUY WILCOX 4458 WHITE OAK CRCLQ KISSIMMEE FL 34746 407 562 8444
B947124, B947124, PATRCIIA HIGINSON 1704 WEST 49TH ST A GARDENA CA 90247 424 861 8255
B947134, B947134, R M BRACKLE 1250 WRIGHT DRIV BLOSSOM TEXAS 75416 903 508 6126
B947173, B947173, MARTHA M RAMIREZ 6818 DORIANA ST APARTMENT 120 SAN DIEGO CA 92139 619 530 4588
B947249, B947249, M KHIRD 671 BUZON UPLAND CALIFORANIA 91785 909 281 2143
B947283, B947283, D BOHWDEN 4214 DRYECR CIR CORPUS CHRSTI TEXAS 78416 361 136 4430
B947296, B947296, PEDRO V FLORES 9738 HELN AV SUNLAND CALI 91040 818 315 1587
B947316, B947316, JOAQUIN A HOLZWARTH JR 1115 MAGNOLIA MOUND KEMP TX 75143 903 315 1860
B947365, B947365, B GUTIERREZ 3271 S CHAMBERLAIN BLVD NORTH PORT FL 34286 941 462 5136
B947385, B947385, M HOANG 3806 LESSER DR NEWBURY PARK CA 91320 805 238 1030
B947386, B947386, JAIME J BEJARANO 52840 BOX MCALLEN TX 78505 956 134 7886
B947393, B947393, LARRY ALAN MILLER 5214 ENCHANTED MIST DR HUMBLE TEXAS 77346 281 340 1131
B947442, B947442, TC H SEXTON 5113 DIABLO DRIVE SACRAMENTO CALIFORNIA 95842 916 553 7030
B947462, B947462, GARLIN TRAINITO 160B WENDEL COURT SAN ANDREAS CA 95249 209 416 2850
B947521, B947521, ROBERTO BRUCE WTASON 570 MOONEY RD NE FORT WALTON BEACH FL 32547 850 523 7364
B947568, B947568, SAUL A SHELTON 3201 E 68TH STREET LONG BEACH C 90805 562 462 4450
B947632, B947632, LESLIE E PADGETT 15423 SW 112 PL MIAI FL 33157 305 236 2313
B947635, B947635, AURORA D BOWMAN 1586 APTDO DEER PARK TX 77536 281 237 2562
B947685, B947685, ALFREDO ALAN GUNN 4702 MARAKWOOD DR TEXARKANA AR 71854 870 101 2050
B947717, B947717, S F KOBZEFF 3087 GLORIA TER LAFAYETTE CA 94549 925 880 7123
B947747, B947747, R A MELENDEZ 20101 SW 91ST AVE CUTLER BAY FL 33189 239 805 1238
B947750, B947750, MICHELLE WILHELMSON 446 CABERNET PLACE SAINT AUGUSTINE FL 3208H4 904 444 4161
B947761, B947761, HERBERT REGALADO 835335 POST BOX RICHARDSON TEXA 75083 972 753 4417
B947809, B947809, JUNA R SCOTT 39090 PRESIDIO WAY APARTMMENT 232 FREMONT CA 94538 530 610 0562
B947818, B947818, JORGE AMEREAN 690362 APARTADO SAN ANTONIO TX 78269 210 746 7315
B947831, B947831, VERONICA S GRAY 2016 SOMERVILLE DR N LAKELAND FL 3381 863 110 3033
B947838, B947838, MILIVOY S ROSEMON 603 LEE GARZA ST WESLACO TX 78596 956 884 6807
B947888, B947888, IAN K YOUG 407 PRAIRIE CV MARION AR 72364 870 476 7266
B947920, B947920, F MCKELVEY 10501 POST OFFICE GLENDALE CA 91209 818 113 5804
B947936, B947936, SANDRA P 1406 5 EX 25TH ST LOS ANGELES CALIF 90011 818 655 6613
B947964, B947964, GARY A ORMO 27738 RUBIDOUX MISSIO VIEJO CALI 92692 949 788 7427
B947974, B947974, FRANCISCO FAKHOUR 1316 GIAHOS AVE MODESTO CA 9K5358 209 782 3872
B947989, B947989, BRADY T MARES 643 POPPYB CIR VACAVILLE CALIFORNIA 95687 707 244 8761
B948014, B948014, CYNTHIA T LIEDER 4113 THACKER WAY PLANT CIHTY FL 33566 941 382 2476
B948117, B948117, ELIEZER AYALA 2405 RANDI RD ROWLETT TX 75088 972 824 0454
B948123, B948123, JACQUELYN A COROY 36933 SILK TREE CT WINCHESTER CA 92596 909 104 5170
B948154, B948154, TITA SHULTS 165891 OFFICE BOX LITTLE ROCK ARMKANSAS 72216 501 700 4711
B948158, B948158, LORENA BAKSH 14150 PRAIRIE AV APT 115 HAWTHORNE CA 9020 424 718 1374
B948169, B948169, ANDRWE D ROBINSON 12800 N OVERLOOK DR RANCH CUCAMONGA CA 91739 909 834 2351
B948250, B948250, DORIS MENDEZ 59C102 RURAL REE DELIVERY 1 JEWETT TEXAS 7P5846 903 470 6465
B948389, B948389, SHEIAL T CASAS 149 YNORTH ACACIA AVEN RILTO CALI 92376 909 314 3866
B948449, B948449, A PMATA 18329 SIERRA DR SONOMA CA 95476T 707 281 2358
B948496, B948496, BRIAN A HANSON 12433 MESQUITE STR OAK HILLS CA 923L44 760 577 4476
B948548, B948548, JASON R CHAVEZ 13054 STAFFORDSHIRE DR S JACKSONVLLE FLA 32225 904 544 8838
B948553, B948553, JAQUELINE C CARRILLO 130967 CALLER CARLSBAD CA 9213 760 568 8737
B948609, B948609, TAMMIE WHITING 2801 WILLOWC PL SOUTH GATE CALI 90280 323 325 2612
B948709, B948709, CHRISTINE DICKS 5530 OWENSMOUTH AVE AARTMENT 215 WOODLAND HILLS CA 91367 818 852 6247
B948721, B948721, FELICIA CORNELISSEN 2049 SANA CRUZ AV MENLO PARK CA 94025 650 642 7273
B948725, B948725, JUAN P PELAYO 2303 KELL ST APT 3 CORNING AR 72422 870 361 5822
B948742, B948742, ELIEZER AYALA 2405 RANDI RD ROWLETT TX 75088 972 824 0454
B948755, B948755, ANTONIO P SATTERWHITE 2238 W 7OTH STRT SANYTA ANA CA 92703 714 461 7023
B948822, B948822, TONY M KHIRD 2550 MONTROSE AVE MONTROSE CA 91020 818 760 6238
B948833, B948833, JUAN R SCOTT 2106 N 13TZH ST HARLJINGEN TX 78550 956 201 7521
B948857, B948857, MARGARITA A OYEBAMIJI 12950 SOUTHWEST TH CT APARTMENT H311 PEMBROKE PINES FL 33027 954 708 2385
B948867, B948867, CARMEN C ANGULO 2630 APTDO DALY CITYJ CALI 94017 650 602 8553
B948947, B948947, J M JONHSON 2301 MOGAN AVE SACRAMENVTO CA 95838 916 651 0642
B948953, B948953, MICHELLE A FABIAN 3599 MENDENHALL COURT PLEASANTON CA 94588 925 734 3584
B948954, B948954, SONIA G DEGUZMAN 3837 BANDEA RANCH RD ROANOKE TX 76262 817 565 5171
B949057, B949057, TAMMIE WHITING 2801 WILLOW PL SOUTH GATE CALIF 90280 323 325 2612
B949118, B949118, RUTH D MARTINEZ 28936 OAK HILL LN HIGHLAND CA 92346 909 176 6456
B949161, B949161, L SCHAEFER 1800 SANS SOUC BLVD AARTMENT 404 NBORTH MIAMI FLA 33181 305 316 2075
B949201, B949201, MARY G FERGUSON 720506 POST ORLANDO FL 32872 407 140 1612
B949208, B949208, GARY WAKENE 1903 GRAY SLATEE DR MISSOURI CITY TX 77489 281 172 2541
B949209, B949209, S PELAYO 20475 BISCAYNE BLVD G13 AVENTURA FLORIDA 33180 305 323 8404
B949233, B949233, HOEP Z GARCIA 1001 CIRCLE DRVB SALINAS CA 93905 831 365 1507
B949262, B949262, MICHAEL L WYNN 1209 EL TORO DRIVE LADY LAKE FLA 32159 352 446 3100
B949415, B949415, ANTHONY M KHIRD 1950 WEBOBERVILLE RD APARTMENT 3136 AUSTIN TX 78721 512 526 1460
B949420, B949420, ROCHELLE DEJESUS 5058 N CRANBERRY BLVD NORTH PORT FL 34286 941 420 1062
B949429, B949429, E D GOMEZ 700 S FLORENCE ST C EL PASO TX 79901 915 704 2322
B949489, B949489, SHELLIE ZALIDVAR 3937 NW 29TH LN GAINESVILLE FL32606 352 174 1457
B949498, B949498, MARCELUS V S 801 WESTBROOK DR GARLAND TX 75043 972 731 0724
B949504, B949504, ELIZABETH A 48305 ALAN CIR PALM DESERT CA 92260 760 325 2111
B949572, B949572, OBEDIENCE ALVARADO 370 W 6TH ST PERRIS CALI 92570 909 143 0237
B949579, B949579, VAL A DELAFUENTE 952 SAVANNA DR KISSIMMEE FL 34746 407 414 8040
B949656, B949656, MICHELE A KILLION 13316 DANBROOK DR WHITTIER CA 90602 562 244 3267
B949677, B949677, Q RODRIGUE 1839 MERIDIAN AVE SAN JOSE CA 95125 408 666 4680
B949774, B949774, ALEJANDRA DALDUMAYN 1118 DENNISON ST LITTLE ROCK ARK 72202 501 415 8203
B949775, B949775, BLANCA ARTENSTEIN 2420 BECKER ST NEW BRAUNFELS TX 78130 830 518 1735
B949804, B949804, MIMI K PEAYO 15009 ALEXANDER ROAD SCOTT ARKAWNSAS 72142 501 328 2083
B949830, B949830, NATHANIEL A TOMPKINS 1856 ZMILL GATE ROAD LIVINGSTO TX 77351 936 746 7808
B949845, B949845, PATRICIA J MCCARTHY 6805 OLVE TREE WAY CITRU HEIGHTS CALI 95610 916 173 2347
B949877, B949877, T T OOI 19053 CALLER WEST PALM BEACHM FL 33416 561 625 1085
B949887, B949887, PAUL G RAYMOND 94138 POST BOX NRTH LITTLE ROCK AR 72190 501 660 1667
B949902, B949902, MARSHA WALKER 720 E 1V1 PL HIALEAH FL 33010 305 335 5636
B949921, B949921, DAVID W JERDAN 511 N 1ST ST JARRELL TX 76537 512 210 5307
B949945, B949945, TERREI D KELLEY 8735 DELGANY AGVN APARETMENT 211 PLAYA DEL REY CA 90293 310 163 3032
B949975, B949975, ANNA FISCHER 1694 ATHERTON WAY SALINAS CA 93906 831 278 7675
B949988, B949988, A A MARTNES 245 MANHATTAN WAY PORTU ORANGE FL 32129 386 481 5735
B950012, B950012, CHRISTINE M BROWN 14092 POLLARED DRV LYTLE CREEK CA 92358 909 631 1870
B950028, B950028, TESS H VALETNINE 9204 BELT DR MULBERRY AR T72947 479 513 8255
B950030, B950030, L K HEFFLEY 1081 GAVILAN DR GREENFIELD CA 93927 831 127 3511
B950031, B950031, RUBNE F RODRIGUE 8013 TUSCANY STRT FONTANA CALI 92336 909 633 7562
B950047, B950047, LARRY GARCIA 801 SUGARBUSH LN BURKBURNETT TEXAS 76354 940 286 0407
B950052, B950052, V SOGOL 514 ELMSHAVEN RD SAINT HELNA CALI 94574 707 827 3563
B950063, B950063, MIGUEL H MADARANG 8042 LOMAS CT FONTANA CA 92336 909 204 5385
B950123, B950123, DAVID M PUMA 1726 W PERDIZST TAMPA FL 33612 813 772 0862
B950162, B950162, KELLY M DGE 4551 KESTER AVENU UNIT 5 SHERMAN OAKS CA 91403 818 637 1280
B950180, B950180, MARY AGUILERA 582052 APTDO MODESTO CA 9558 209 252 2504
B950187, B950187, FRANK A STEBBINS 2116 CHESTNUHT LN PASADENAS TEXAS 77502 713 216 4816
B950197, B950197, MARINA D STEWART 109 TWILIGHT BAY DR PANAMA CITY BEACH FL 32407 850 681 6120
B950215, B950215, DAMIAN P MERRIMAN 306 SBRANCHWOOD DR RIO VISTA CA G94571 707 830 8222
B950218, B950218, JOSE M FAIR 6313 MARCONI ST HUNTINGTON PARK CA 90255 323 108 2706
B950234, B950234, GREGORY M CSTELINO 4470 NW 55TH DR COCONUT CREEK FLORIDA 33073 954 341 0078
B950254, B950254, DAMIAN P MRERIMAN 306 BRANCHWOOD DR RIO VTISTA CA 94571 707 830 8222
B950268, B950268, JUAN M SWEANY 103 REDGRAVE DRVI SEBASTIAN FL 32958 772 121 6387
B950344, B950344, BARBARA A COOK 1717 ORIOLE ST SAN DIVEGO CALIFORNIA 92114 619 776 3010
B950391, B950391, IRENE GARY 3127 APARTADO MISSION TX 78573 956 107 3748
B950398, B950398, W KINDELL 2345 MISSOURI WAY ELVERTDA CALIF 95626 916 328 3070
B950412, B950412, VERONICA D TURBEVILLE 5300 DR MLK JR ST S ST PETERSBURG FL 33705 941 382 4313
B950469, B950469, AYM LITTLE 1602 ALCAZAR PLZ DALLAS TX 75211 214 435 3224
B950531, B950531, LANH K HART 709 BRIDLE TRAIL SAGINAW TX 76179 817 852 7510
B950686, B950686, PAMELA M FAKHOUR 13616 KORNBLUM AVE APT 14 HAWTHORNE CA 9E 251 424 510 2826
B950692, B950692, MARIA MIGENES 8151 BANANA AVE FONTANA CALI 92335 909 623 7468
B950820, B950820, T A CANAS 1217 SONGBIRD LN ATLANTIC BEACH FL 32233 904 860 0617
B950834, B950834, D E CALIENES 9457 PALM TREE DR WINDEMERE FL 34786 407 872 4071
B950859, B950859, ERIC D GOMEZ 7111 RAMADA DR EL PASO TX 79912 915 155 1653
B950878, B950878, GERALDINE S ALMEIDA 2402 SW CHOCTAW ST BENTONVILLE AR 72712 479 711 8376
B950913, B950913, MICHAEL M CORTES 10169 POST OFFICE FAYYETTEVILLE ARK 72703 479 248 5677
B950923, B950923, SHERRY M BALBUENA 1850 NW 1ST WAY POMPANO BEACH FL 33060 954 734 7713
B950940, B950940, TERRY T OOI 18312 NW 68TH AVE APARTMENT A HIALEAH FL 33015 305 201 4431
B950970, B950970, RICHARD A LOZANO 20649 MACON BPKWY ORLANDO FL 32833 407 243 6114
B950999, B950999, DAYRO DE MARTINEZ 10224 MANORVILLE DR JACKSONVILLE FL 32221 904 527 3260
B951017, B951017, TERESA H RO 21218 MALIBU COLONY SAN ANTONIO TEXAS 7825Y9 210 707 5454
B951038, B951038, BETHIA M MIRANDA 3910 W BEECHWOOD AVENUE APT 13H3 FRESNO CALIFORNIA 93711 559 451 2035
B951068, B951068, CARMEN C ANGULO 1107 HOLLY ST LEVELLAND TEXAS 79336 806 684 3307
B951130, B951130, J KELLER 8519 DVAYBREAK COURT HESPERIA ALI 92344 760 740 4630
B951233, B951233, LIAS NICKELBERRY 2754 HERMOA AVE APT 5 MONTROSE CA 91020 818 615 8823
B951318, B951318, KADESHRA R GALLEGOS 12603 WOODFOREST BLVD APARTMENT 913 HOUSTON TX 77015 713 535 6505
B951359, B951359, T ARIZA 20321 WESTPOINT DRIVE RIVERSIDE CA 92507 909 174 3777
B951367, B951367, LIVIA F BEASLEY 3111 CASA BONITA DQRV BONITA CA 91902 619 765 5847
B951388, B951388, DAVY B SKELTON 61 LAUREL AFVE SAN AINSELMO CA 94960 415 744 7625
B951392, B951392, GARY E ESTRADA GOMEZ 1153 S ARDMOREAVE LOS ANGELES CALI 90B006 818 126 0874
B951423, B951423, RAY GRIBSCHAW 1046 GOLDEN UCANE DRV WESTON FLA 3332U7 954 755 7308
B951468, B951468, TERRY T OOI 5300 DR MLK JR ST S S PETERSBURG FLA 33705 941 382 4313
B951491, B951491, VONNIE S GRAY 2016 SOMERVILLE DR N LAKELAND FLA 3315 863 110 3033
B951513, B951513, JENNIFER K NEALON 2145 N HERMOSA STREETT VISALIA CALIFORNIA 93291 559 687 6205
B951515, B951515, MARIA A HARVE 161 LAWNVIEW CIRCULO DANVILLE CALI 94526 925 340 2588
B951547, B951547, JASON R CHAVEZ 2242 SW IMPORT DR PORT SAINT LUCIE FL 34953 772 651 4072
B951580, B951580, ESTHER J MELANCON 910 S CROWLEY RD CROWLEY TX 76036 817 328 0015
B951635, B951635, GUIOMAR M FURLONG 10445 STONE GLEN DR ORLANDO FL 32825 407 303 1186
B951644, B951644, GUILLERMO D HUFFMAN 1590 ELM DR VISTA CALIFORNIA 92084 760 438 5322
B951666, B951666, SAPIEN 8061 SW 158TH AVE MIAMI FLA 33J193 305 301 3863
B951670, B951670, M V V 3846 N CRANBERRY BOUL NORTH PORT FLORIDA 34286 941 182 8363
B951712, B951712, JENNIFER D MIDDLETON 881605 POST BOX LOS ANGELES CALIFORNIA 90009 818 421 3781
B951732, B951732, HOWARD TORRES 770 LUISL LN NAPLES FL 4104 239 266 3518
B951741, B951741, ALLAN D LEE 570 NW 82ND PLACE APT 292 MIAMI FL 3126 305 467 3244
B951744, B951744, IVAN M JOHNSMON 1566 7T ST ORROVILLE CALI 95965 831 574 4758
B951775, B951775, JASON R CHAVEZ 13054 STAFFORDSHIRE DR S JACKSONVILLKE FLA 32225 904 544 8838
B951777, B951777, ZATJARAIN 967 W 4TH ST POMONA CLIFORNIA 91766 909 107 8846
B951854, B951854, SHAMSI PEREZ 4087 POST OFFICE NORTH FORT MYERS FL 33918 239 578 0535
B951887, B951887, MICHAEL E HUGGINS 18616 CALLER OAKLALND CALIF 94619 530 754 1021
B952025, B952025, SHAMSI PEREZ 150706 BOX CAPE CORAL FLORIDA 33915 239 804 7236
B952045, B952045, BARBARA L LANTRIP 6114 RNIER DR ORLANDO FL 32810 407 447 6862
B952068, B952068, CHRISTOPHER L GRIESER 3388 BRADEN CT SAN JOSE CA 95M148 408 420 5840
B952099, B952099, FRANCINE J KEGLER 2554 SW 118TH LN BUEILDING 21 MIRAMAR FL 33025 954 121 4450
B952108, B952108, JASON FLORES 2600 STOPAZ HILLS CT SACRAMENTO CALI 95827 916 358 4067
B952171, B952171, MARTIN L MYRES 5254 ATLANTIC AEVNUE APBARTMENT 101 LONG BEACH CA 90805 562 128 1432
B952185, B952185, WALTER E GARRISON 76972 BUZON TAMPA FLORIDA 33675 813 723 6377
B952245, B952245, MARION AGUILERA 4 MEDICINE LVDG WILLIFORD ARKAN 7248M2 870 704 3063
B952253, B952253, RONNIE M WAIBEL 225 WILLOW CREEK LN FORT WORTH TX 76134 817 174 0514
B952280, B952280, VIRGIL SOGZOL 137 BRADWICK CIR DEBARY FL 32713 407 441 3508
B952321, B952321, GLEN K JANISCH 309 AVOCDO DRIV BAREFOOT BAVY FL 32976 772 275 7317
B952436, B952436, LEONARDO BERRIDGE 4011 COMPANY ST LITTLE ROCK AR 72206 501 166 6748
B952437, B952437, CHARLEEN T LE 1446 BIRCHSTONE AEVE BANDON FL 33511 813 344 5773
B952577, B952577, LUIS F REDDISH 632 E CENTER ST ANAHEIM CA 92805 714 272 4004
B952598, B952598, ANGELIA A TUCHMAN 9627 CARRIAGE HILL LN FRISCO TX 75035 972 310 1528
B952624, B952624, B D HAYES 5485 ORANQGE TREE LN MIDLOTHIAN TZX 76065 972 273 8100
B952635, B952635, A W PRENTICE 2959 BEYER BLVD SAN DIEGO CA 92154 619 245 6384
B952640, B952640, RODNEY R ADAMS 977 MAMMOT ST TULARE CALI 3274 559 740 4022
B952738, B952738, CRAMEN M ARIZA 1001 WOOBURY LANE STOCKTON CA 95206 209 757 5435
B952751, B952751, O FORDHAM 24875 PRIELIPP ROAD APT 926 WILDOMAR CALIFORNIA 92595 909 773 6316
B952763, B952763, JOSHUA SLANDZICKI 2207 WYNDAM WAY KISSIMMEE FL 34743 407 543 6676
B952860, B952860, NAWRES D CAMPBELL 1812 BURBANK ST ASTIN TEXAS 78757 512 457 6605
B952865, B952865, MARK J MORRIS 7644 POST OFFICE BOX STOCKTON CA 95267 209 484 3768
B952904, B952904, DAVID B SKELTON 45 E MORGAN ST STET 5 PERRIS CA 92571 909 681 0532
B952907, B952907, SHEILA GREER 1194 CALL BOX DISCOVERY BAY CALIFORNIA 94505 925 601 6071
B952910, B952910, DONALD E CALIENES 2815 HIGHWAY 2 BONIFAY FL 32425 850 207 8413
B953015, B953015, MARINA D STEWIART 109 TWILIGT BAY DR PANAMA CITY BEACH FL 32407 850 681 6120
B953028, B953028, KELLEY D CARTER 3825 LITTLE ROCK DRIVE APT 70 ANTELOPE CA 95843 916 680 4003
B953073, B953073, SAMUEL S GAMAN 243 CLEAR POINT DR VALLEJO CALIFORNIA 94591 707 523 7470
B953114, B953114, ETHELE L MARBLE 8723 KIRKSAGE DR HOUSTON TX 77089 713 705 0710
B953119, B953119, JAMES LUCERO 15001 CROSSWINDS DR APT 2803 HOUSTON TX 77032 713 768 3711
B953134, B953134, M A JACKSON 15031 POST OFFICE BOX SANTA ROSA CA 9542 707 223 2154
B953141, B953141, BARBARA L TOMPKINS 6417 KENNEDY CT WATAUGA TEXAS 7618 817 435 1006
B953146, B953146, BRADLEY D HYAES 4329 SUMMER STAR LN KELLER TX 76248 817 235 5771
B953149, B953149, YVONNE A S 103 REDGRAVE DRIVE SEBASTIAN FLA 32958 772 121 6387
B953156, B953156, S WATSON 570 MOONEY ROAD NE FORT WALTON BEACH FL 32547 850 523 7364
